tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel, dockerdCPU, dockerdMEM
1,    240 , 5366 ,   0   , 4194, 0.25   , 5636, 0.0 , .7   
12,    241 , 5366 ,   0   , 4194, 0.25   , 5635, 0.0 , .7   
24,    241 , 5366 ,   0   , 4194, 0.25   , 5635, 0.0 , .7   
35,    242 , 5364 ,   0   , 4194, 0.25   , 5633, 0.0 , .7   
46,    242 , 5363 ,   0   , 4194, 0.25   , 5633, 0.0 , .7   
57,    243 , 5363 ,   0   , 4194, 0.25   , 5633, 0.0 , .7   
68,    243 , 5361 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
80,    243 , 5360 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
91,    243 , 5360 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
102,    244 , 5359 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
113,    243 , 5359 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
124,    244 , 5358 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
135,    270 , 5331 ,   0   , 4194, 0.25   , 5604, 0.0 , .7   
147,    269 , 5332 ,   0   , 4194, 0.24   , 5605, 0.0 , .7   
158,    242 , 5359 ,   0   , 4194, 0.24   , 5634, 0.0 , .7   
169,    243 , 5358 ,   0   , 4194, 0.24   , 5632, 0.0 , .7   
180,    243 , 5357 ,   0   , 4194, 0.24   , 5633, 0.0 , .7   
191,    244 , 5358 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
203,    244 , 5358 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
214,    244 , 5358 ,   0   , 4194, 0.24   , 5632, 0.0 , .7   
225,    244 , 5357 ,   0   , 4194, 0.24   , 5632, 0.0 , .7   
236,    244 , 5357 ,   0   , 4194, 0.24   , 5632, 0.0 , .7   
248,    244 , 5356 ,   0   , 4194, 0.24   , 5631, 0.0 , .7   
259,    244 , 5357 ,   0   , 4194, 0.24   , 5631, 0.0 , .7   
270,    244 , 5356 ,   0   , 4194, 0.24   , 5632, 0.0 , .7   
281,    244 , 5356 ,   0   , 4194, 0.24   , 5632, 0.0 , .7   
292,    244 , 5356 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
304,    243 , 5356 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
315,    244 , 5356 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
326,    243 , 5355 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
337,    244 , 5355 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
348,    243 , 5354 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
360,    271 , 5326 ,   0   , 4194, 0.25   , 5604, 0.0 , .7   
371,    271 , 5326 ,   0   , 4194, 0.25   , 5604, 6.2 , .7   
382,    244 , 5354 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
393,    244 , 5355 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
405,    244 , 5354 ,   0   , 4194, 0.25   , 5633, 0.0 , .7   
416,    244 , 5354 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
427,    244 , 5355 ,   0   , 4194, 0.24   , 5632, 0.0 , .7   
438,    244 , 5354 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
450,    244 , 5354 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
461,    244 , 5354 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
472,    244 , 5354 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
483,    244 , 5353 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
494,    244 , 5353 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
506,    244 , 5352 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
517,    243 , 5353 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
528,    244 , 5352 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
539,    244 , 5352 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
551,    244 , 5351 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
562,    244 , 5351 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
573,    244 , 5350 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
584,    244 , 5352 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
595,    244 , 5352 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
607,    244 , 5352 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
618,    245 , 5351 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
629,    245 , 5351 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
640,    244 , 5352 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
651,    244 , 5352 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
663,    244 , 5351 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
674,    244 , 5351 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
685,    244 , 5351 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
696,    244 , 5350 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
708,    244 , 5350 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
719,    244 , 5350 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
730,    244 , 5350 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
741,    244 , 5350 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
752,    244 , 5349 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
764,    244 , 5349 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
775,    244 , 5348 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
786,    244 , 5349 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
797,    244 , 5349 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
808,    244 , 5349 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
820,    244 , 5349 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
831,    271 , 5322 ,   0   , 4194, 0.25   , 5604, 0.0 , .7   
842,    271 , 5322 ,   0   , 4194, 0.25   , 5604, 2.5 , .7   
853,    244 , 5349 ,   0   , 4194, 0.25   , 5632, 5.9 , .7   
865,    244 , 5349 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
876,    244 , 5348 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
887,    244 , 5348 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
898,    244 , 5348 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
910,    244 , 5347 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
921,    244 , 5347 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
932,    244 , 5347 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
943,    244 , 5346 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
954,    244 , 5346 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
966,    244 , 5346 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
977,    245 , 5345 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
988,    244 , 5347 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
999,    245 , 5346 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1011,    245 , 5347 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1022,    245 , 5347 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1033,    244 , 5347 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1044,    244 , 5346 ,   0   , 4194, 0.25   , 5632, 0.0 , .7   
1055,    244 , 5346 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1067,    245 , 5345 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1078,    244 , 5345 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1089,    244 , 5345 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1100,    245 , 5344 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1112,    272 , 5316 ,   0   , 4194, 0.25   , 5604, 0.0 , .7   
1123,    272 , 5316 ,   0   , 4194, 0.25   , 5603, 0.0 , .7   
1134,    245 , 5340 ,   0   , 4194, 0.25   , 5606, 0.0 , .7   
1145,    272 , 5316 ,   0   , 4194, 0.25   , 5603, 5.9 , .7   
1157,    272 , 5315 ,   0   , 4194, 0.25   , 5602, 6.2 , .7   
1168,    245 , 5342 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1179,    245 , 5342 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1190,    245 , 5343 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1201,    245 , 5343 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1213,    245 , 5343 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1224,    245 , 5343 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1235,    245 , 5343 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1246,    245 , 5342 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1258,    245 , 5342 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1269,    245 , 5342 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1280,    244 , 5342 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1291,    245 , 5341 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1302,    244 , 5341 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1314,    245 , 5341 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1325,    244 , 5341 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1336,    245 , 5341 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1347,    245 , 5340 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1358,    245 , 5340 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1370,    245 , 5339 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1381,    245 , 5340 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1392,    245 , 5341 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1403,    245 , 5340 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1414,    245 , 5340 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1426,    245 , 5341 ,   0   , 4194, 0.25   , 5631, 0.0 , .7   
1437,    245 , 5340 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1448,    246 , 5339 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1459,    245 , 5339 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1471,    245 , 5339 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1482,    245 , 5339 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1493,    246 , 5338 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1504,    245 , 5338 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1515,    246 , 5338 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1527,    245 , 5338 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1538,    245 , 5337 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1549,    246 , 5337 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1560,    245 , 5337 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1571,    246 , 5337 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1583,    246 , 5337 ,   0   , 4194, 0.26   , 5630, 0.0 , .7   
1594,    246 , 5337 ,   0   , 4194, 0.26   , 5630, 0.0 , .7   
1605,    246 , 5338 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
1616,    246 , 5337 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1628,    246 , 5337 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1639,    246 , 5337 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1650,    246 , 5337 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1661,    246 , 5337 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
1672,    246 , 5336 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1684,    246 , 5336 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
1695,    246 , 5336 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
1706,    245 , 5336 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1717,    246 , 5335 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1729,    246 , 5335 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1740,    246 , 5334 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
1751,    246 , 5335 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1762,    246 , 5334 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
1773,    246 , 5334 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1785,    246 , 5335 ,   0   , 4194, 0.26   , 5629, 0.0 , .7   
1796,    246 , 5335 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1807,    246 , 5335 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1818,    246 , 5335 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1829,    246 , 5335 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1841,    245 , 5334 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1852,    273 , 5307 ,   0   , 4194, 0.25   , 5602, 0.0 , .7   
1863,    273 , 5306 ,   0   , 4194, 0.25   , 5602, 0.0 , .7   
1874,    273 , 5306 ,   0   , 4194, 0.25   , 5601, 6.7 , .7   
1886,    274 , 5305 ,   0   , 4194, 0.25   , 5601, 0.0 , .7   
1897,    274 , 5305 ,   0   , 4194, 0.25   , 5602, 0.0 , .7   
1908,    246 , 5332 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
1919,    246 , 5332 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1930,    246 , 5332 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1942,    246 , 5332 ,   0   , 4194, 0.25   , 5630, 2.5 , .7   
1953,    246 , 5331 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
1964,    246 , 5331 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
1975,    246 , 5331 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
1986,    246 , 5331 ,   0   , 4194, 0.26   , 5629, 0.0 , .7   
1998,    246 , 5331 ,   0   , 4194, 0.26   , 5630, 0.0 , .7   
2009,    246 , 5331 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2020,    246 , 5331 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2031,    246 , 5331 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2043,    245 , 5331 ,   0   , 4194, 0.25   , 5629, 6.2 , .7   
2054,    246 , 5330 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2065,    246 , 5330 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2076,    246 , 5330 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2087,    246 , 5330 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2099,    246 , 5329 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2110,    246 , 5329 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2121,    246 , 5329 ,   0   , 4194, 0.26   , 5629, 0.0 , .7   
2132,    246 , 5329 ,   0   , 4194, 0.26   , 5630, 0.0 , .7   
2143,    246 , 5329 ,   0   , 4194, 0.26   , 5630, 0.0 , .7   
2155,    273 , 5301 ,   0   , 4194, 0.25   , 5602, 5.9 , .7   
2166,    274 , 5300 ,   0   , 4194, 0.25   , 5601, 5.9 , .7   
2177,    246 , 5329 ,   0   , 4194, 0.26   , 5630, 0.0 , .7   
2188,    246 , 5330 ,   0   , 4194, 0.26   , 5630, 0.0 , .7   
2200,    246 , 5329 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2211,    246 , 5329 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2222,    246 , 5329 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2233,    245 , 5329 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2244,    246 , 5328 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2256,    246 , 5329 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2267,    246 , 5328 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2278,    246 , 5328 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2289,    246 , 5328 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2300,    246 , 5328 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2312,    246 , 5327 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2323,    246 , 5327 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2334,    246 , 5327 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2345,    246 , 5327 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2357,    246 , 5326 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2368,    246 , 5325 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2379,    247 , 5326 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2390,    246 , 5327 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2401,    246 , 5327 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2413,    246 , 5327 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2424,    246 , 5327 ,   0   , 4194, 0.25   , 5630, 0.0 , .7   
2435,    246 , 5326 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2446,    246 , 5326 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2457,    246 , 5326 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2469,    246 , 5326 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2480,    246 , 5325 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2491,    246 , 5325 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2502,    246 , 5325 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2514,    246 , 5325 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2525,    247 , 5324 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2536,    246 , 5324 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2547,    246 , 5323 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2558,    246 , 5323 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2570,    246 , 5323 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2581,    247 , 5324 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
2592,    247 , 5324 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2603,    246 , 5324 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2615,    246 , 5324 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2626,    247 , 5324 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2637,    246 , 5323 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2648,    246 , 5323 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2659,    246 , 5323 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2671,    246 , 5322 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2682,    246 , 5323 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2693,    246 , 5322 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2704,    246 , 5321 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2715,    246 , 5321 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2727,    246 , 5321 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2738,    246 , 5321 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2749,    246 , 5320 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2760,    246 , 5320 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2772,    246 , 5319 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2783,    247 , 5320 ,   0   , 4194, 0.26   , 5629, 0.0 , .7   
2794,    247 , 5321 ,   0   , 4194, 0.26   , 5629, 0.0 , .7   
2805,    247 , 5320 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2816,    247 , 5320 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2828,    274 , 5293 ,   0   , 4194, 0.25   , 5601, 6.2 , .7   
2839,    274 , 5292 ,   0   , 4194, 0.25   , 5601, 0.0 , .7   
2850,    274 , 5293 ,   0   , 4194, 0.25   , 5601, 0.0 , .7   
2861,    274 , 5292 ,   0   , 4194, 0.25   , 5601, 0.0 , .7   
2873,    247 , 5319 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2884,    247 , 5319 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2895,    247 , 5319 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2906,    247 , 5318 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2917,    247 , 5318 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2929,    247 , 5318 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
2940,    247 , 5318 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2951,    247 , 5317 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2962,    247 , 5317 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2973,    247 , 5317 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
2985,    247 , 5317 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
2996,    247 , 5318 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3007,    247 , 5318 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3018,    247 , 5318 ,   0   , 4194, 0.25   , 5629, 0.0 , .7   
3030,    247 , 5317 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3041,    247 , 5317 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3052,    247 , 5317 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3063,    247 , 5317 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3074,    247 , 5316 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3086,    247 , 5316 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
3097,    247 , 5315 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
3108,    275 , 5288 ,   0   , 4194, 0.26   , 5600, 6.2 , .7   
3119,    274 , 5288 ,   0   , 4194, 0.26   , 5600, 0.0 , .7   
3130,    274 , 5288 ,   0   , 4194, 0.26   , 5599, 0.0 , .7   
3142,    263 , 5314 ,   0   , 4194, 0.26   , 5613, 6.2 , .7   
3153,    275 , 5287 ,   0   , 4194, 0.26   , 5600, 0.0 , .7   
3164,    275 , 5286 ,   0   , 4194, 0.26   , 5599, 0.0 , .7   
3175,    248 , 5309 ,   0   , 4194, 0.26   , 5610, 5.0 , .7   
3187,    247 , 5315 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
3198,    247 , 5315 ,   0   , 4194, 0.26   , 5629, 0.0 , .7   
3209,    248 , 5315 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3220,    248 , 5315 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3231,    247 , 5314 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3243,    247 , 5315 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3254,    247 , 5315 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3265,    247 , 5314 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3276,    247 , 5314 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3288,    247 , 5313 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3299,    247 , 5313 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3310,    247 , 5313 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3321,    247 , 5313 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3332,    247 , 5312 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3344,    247 , 5312 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3355,    247 , 5312 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3366,    248 , 5311 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3377,    248 , 5312 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
3388,    248 , 5312 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
3400,    248 , 5312 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3411,    248 , 5312 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3422,    248 , 5313 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3433,    247 , 5312 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3445,    248 , 5312 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3456,    248 , 5311 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3467,    248 , 5311 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3478,    247 , 5310 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3489,    248 , 5310 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3501,    247 , 5310 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3512,    247 , 5310 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3523,    247 , 5310 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3534,    247 , 5309 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3545,    247 , 5309 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3557,    247 , 5308 ,   0   , 4194, 0.26   , 5627, 0.0 , .7   
3568,    247 , 5308 ,   0   , 4194, 0.26   , 5627, 0.0 , .7   
3579,    247 , 5310 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
3590,    248 , 5309 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
3602,    248 , 5309 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3613,    248 , 5309 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3624,    248 , 5309 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3635,    247 , 5309 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3646,    247 , 5309 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3658,    247 , 5309 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3669,    247 , 5308 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3680,    247 , 5308 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3691,    247 , 5308 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3703,    248 , 5307 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3714,    247 , 5307 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3725,    248 , 5307 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3736,    248 , 5306 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3747,    247 , 5307 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
3759,    248 , 5306 ,   0   , 4194, 0.26   , 5627, 0.0 , .7   
3770,    247 , 5306 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
3781,    248 , 5306 ,   0   , 4194, 0.26   , 5627, 0.0 , .7   
3792,    248 , 5307 ,   0   , 4194, 0.26   , 5628, 0.0 , .7   
3803,    248 , 5307 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3815,    248 , 5307 ,   0   , 4194, 0.25   , 5628, 0.0 , .7   
3826,    247 , 5307 ,   0   , 4194, 0.25   , 5627, 0.0 , .7   
